locus_tag	ftype	length_bp	gene	EC_number	COG	product
BINKAFHJ_02882	CDS	588				hypothetical protein
BINKAFHJ_02883	CDS	2766				hypothetical protein
BINKAFHJ_02884	CDS	732	nth	4.2.99.18		Endonuclease III
BINKAFHJ_02885	CDS	273				hypothetical protein
BINKAFHJ_02886	CDS	792				hypothetical protein
BINKAFHJ_02887	CDS	1896				hypothetical protein
BINKAFHJ_02888	CDS	132				hypothetical protein
BINKAFHJ_02889	CDS	1272	nanT			Putative sialic acid transporter
BINKAFHJ_02890	CDS	1068	gutB_2	1.1.1.14	COG1063	Sorbitol dehydrogenase
BINKAFHJ_02891	CDS	744	cpnA_1	1.1.1.163		Cyclopentanol dehydrogenase
BINKAFHJ_02892	CDS	627				hypothetical protein
BINKAFHJ_02893	CDS	540				hypothetical protein
BINKAFHJ_02894	CDS	2145				hypothetical protein
BINKAFHJ_02895	CDS	960	bphC_4	1.13.11.39		Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase
BINKAFHJ_02896	CDS	1248				hypothetical protein
BINKAFHJ_02897	CDS	1365	hcaE_1	1.14.12.19	COG4638	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
BINKAFHJ_02898	CDS	501	bphE_2	1.14.12.18		Biphenyl dioxygenase subunit beta
BINKAFHJ_02899	CDS	870	livH_11		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
BINKAFHJ_02900	CDS	984				hypothetical protein
BINKAFHJ_02901	CDS	762	lptB_8	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BINKAFHJ_02902	CDS	705	livF_12		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BINKAFHJ_02903	CDS	891				hypothetical protein
BINKAFHJ_02904	CDS	1431		1.1.1.38		NAD-dependent malic enzyme
BINKAFHJ_02905	CDS	1884				hypothetical protein
BINKAFHJ_02906	CDS	1332	hcaE_2	1.14.12.19	COG4638	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
BINKAFHJ_02907	CDS	537	bphE_3	1.14.12.18		Biphenyl dioxygenase subunit beta
BINKAFHJ_02908	CDS	675	estB_3	3.1.1.1	COG0400	Carboxylesterase 2
BINKAFHJ_02909	CDS	825	xylF_3	3.7.1.9		2-hydroxymuconate semialdehyde hydrolase
BINKAFHJ_02910	CDS	984	bphC_5	1.13.11.39		Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase
BINKAFHJ_02911	CDS	1479	davD	1.2.1.20	COG1012	Glutarate-semialdehyde dehydrogenase DavD
BINKAFHJ_02912	CDS	960	bphC_6	1.13.11.39		Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase
BINKAFHJ_02913	CDS	732	galB	4.2.1.83	COG2120	4-oxalmesaconate hydratase
BINKAFHJ_02914	CDS	699		4.1.3.17	COG0684	4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase
BINKAFHJ_02915	CDS	630	rspR_5		COG1802	HTH-type transcriptional repressor RspR
BINKAFHJ_02916	CDS	900				hypothetical protein
BINKAFHJ_02917	CDS	564	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
BINKAFHJ_02918	CDS	1530	ahpF	1.6.99.3		NADH dehydrogenase
BINKAFHJ_02919	CDS	1275				hypothetical protein
BINKAFHJ_02920	CDS	729	yxlF_4	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
BINKAFHJ_02921	CDS	753				hypothetical protein
BINKAFHJ_02922	CDS	1434	sasA_15	2.7.-.-		Adaptive-response sensory-kinase SasA
BINKAFHJ_02923	CDS	696	regX3_1		COG0745	Sensory transduction protein regX3
BINKAFHJ_02924	CDS	1029	purR_1		COG1609	HTH-type transcriptional repressor PurR
BINKAFHJ_02925	CDS	1317				hypothetical protein
BINKAFHJ_02926	CDS	867	ycjO_2		COG1175	Inner membrane ABC transporter permease protein YcjO
BINKAFHJ_02927	CDS	825	ycjP_3		COG0395	Inner membrane ABC transporter permease protein YcjP
BINKAFHJ_02928	CDS	1089	iolG_8	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
BINKAFHJ_02929	CDS	1161	iolG_9	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
BINKAFHJ_02930	CDS	765	iolE_1	4.2.1.44		Inosose dehydratase
BINKAFHJ_02931	CDS	396	malT_2			HTH-type transcriptional regulator MalT
BINKAFHJ_02932	CDS	687				hypothetical protein
BINKAFHJ_02933	CDS	195				hypothetical protein
BINKAFHJ_02934	CDS	1653	pamO	1.14.13.92	COG2072	Phenylacetone monooxygenase
BINKAFHJ_02935	CDS	933	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
BINKAFHJ_02936	CDS	1092	xylB_6	1.1.1.90		Aryl-alcohol dehydrogenase
BINKAFHJ_02937	CDS	720				hypothetical protein
BINKAFHJ_02938	CDS	777				hypothetical protein
BINKAFHJ_02939	CDS	642	xynA1	3.2.1.8	COG3693	Endo-1,4-beta-xylanase A
BINKAFHJ_02940	CDS	678	arlR_2		COG0745	Response regulator ArlR
BINKAFHJ_02941	CDS	1422	sasA_16	2.7.-.-		Adaptive-response sensory-kinase SasA
BINKAFHJ_02942	CDS	1104	idiA		COG1840	Iron deficiency-induced protein A
BINKAFHJ_02943	CDS	1653				hypothetical protein
BINKAFHJ_02944	CDS	660	fbpC	3.6.3.30		Fe(3+) ions import ATP-binding protein FbpC
BINKAFHJ_02945	CDS	606				hypothetical protein
BINKAFHJ_02946	CDS	918	ctaB2	2.5.1.-	COG0109	Protoheme IX farnesyltransferase 2
BINKAFHJ_02947	CDS	534				hypothetical protein
BINKAFHJ_02948	CDS	1803				hypothetical protein
BINKAFHJ_02949	CDS	1353				hypothetical protein
BINKAFHJ_02950	CDS	780				putative response regulatory protein
BINKAFHJ_02951	CDS	1344				putative sugar-binding periplasmic protein
BINKAFHJ_02952	CDS	984	sugA_8		COG1175	Trehalose transport system permease protein SugA
BINKAFHJ_02953	CDS	822	araQ_9		COG0395	L-arabinose transport system permease protein AraQ
BINKAFHJ_02954	CDS	2811	nagZ_3	3.2.1.52		Beta-hexosaminidase
BINKAFHJ_02955	CDS	1020				hypothetical protein
BINKAFHJ_02956	CDS	2010				hypothetical protein
BINKAFHJ_02957	CDS	5898				hypothetical protein
BINKAFHJ_02958	CDS	3081				hypothetical protein
BINKAFHJ_02959	CDS	3636				hypothetical protein
BINKAFHJ_02960	CDS	177				hypothetical protein
BINKAFHJ_02961	CDS	225				hypothetical protein
BINKAFHJ_02962	CDS	1563	argH_2	4.3.2.1		Argininosuccinate lyase
BINKAFHJ_02963	CDS	909				hypothetical protein
BINKAFHJ_02964	CDS	1383	msmE_3		COG1653	Multiple sugar-binding protein
BINKAFHJ_02965	CDS	930	lacF_8			Lactose transport system permease protein LacF
BINKAFHJ_02966	CDS	861	araQ_10		COG0395	L-arabinose transport system permease protein AraQ
BINKAFHJ_02967	CDS	678	yjjG_2	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
BINKAFHJ_02968	CDS	963	linE_2	1.13.11.66		Chlorohydroquinone/hydroquinone 1,2-dioxygenase
BINKAFHJ_02969	CDS	1197	camC	1.14.15.1		Camphor 5-monooxygenase
BINKAFHJ_02970	CDS	1584				hypothetical protein
BINKAFHJ_02971	CDS	771	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
BINKAFHJ_02972	CDS	2043			COG1123	putative ABC transporter ATP-binding protein
BINKAFHJ_02973	CDS	891	gsiD_3		COG1173	Glutathione transport system permease protein GsiD
BINKAFHJ_02974	CDS	945	gsiC_3		COG0601	Glutathione transport system permease protein GsiC
BINKAFHJ_02975	CDS	1587				hypothetical protein
BINKAFHJ_02976	CDS	1614				hypothetical protein
BINKAFHJ_02977	CDS	417				hypothetical protein
BINKAFHJ_02978	CDS	1281				hypothetical protein
BINKAFHJ_02979	CDS	1329				hypothetical protein
BINKAFHJ_02980	CDS	354	hcaC_3			3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
BINKAFHJ_02981	CDS	1104				hypothetical protein
BINKAFHJ_02982	CDS	894	ephD_2	1.-.-.-	COG1028	putative oxidoreductase EphD
BINKAFHJ_02983	CDS	807	bphD	3.7.1.8		2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase
BINKAFHJ_02984	CDS	1257				hypothetical protein
BINKAFHJ_02985	CDS	546	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
BINKAFHJ_02986	CDS	1065	ssuD_2	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
BINKAFHJ_02987	CDS	891				hypothetical protein
BINKAFHJ_02988	CDS	294				hypothetical protein
BINKAFHJ_02989	CDS	1920	apc4_2	6.4.1.8	COG0146	Acetophenone carboxylase delta subunit
BINKAFHJ_02990	CDS	2106	apc3_2	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
BINKAFHJ_02991	CDS	1500	phdK	1.2.1.78		2-formylbenzoate dehydrogenase
BINKAFHJ_02992	CDS	759		1.-.-.-		putative oxidoreductase
BINKAFHJ_02993	CDS	1314	dctM_4		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
BINKAFHJ_02994	CDS	498				hypothetical protein
BINKAFHJ_02995	CDS	1005				Solute-binding protein
BINKAFHJ_02996	CDS	852	nadC_1	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
BINKAFHJ_02997	CDS	1203	pht4_2	1.-.-.-		Putative 4,5-dihydroxyphthalate dehydrogenase
BINKAFHJ_02998	CDS	732	fucA_3	4.1.2.17		L-fuculose phosphate aldolase
BINKAFHJ_02999	CDS	1263	pht3_4	1.14.12.7		Phthalate 4,5-dioxygenase oxygenase subunit
BINKAFHJ_03000	CDS	783	kdgR_3		COG1414	Transcriptional regulator KdgR
BINKAFHJ_03001	CDS	777				hypothetical protein
BINKAFHJ_03002	CDS	99				hypothetical protein
BINKAFHJ_03003	CDS	837	araQ_11		COG0395	L-arabinose transport system permease protein AraQ
BINKAFHJ_03004	CDS	861	lacF_9			Lactose transport system permease protein LacF
BINKAFHJ_03005	CDS	1254	mdxE		COG2182	Maltodextrin-binding protein MdxE
BINKAFHJ_03006	CDS	903	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
BINKAFHJ_03007	CDS	1002	ccpA_4		COG1609	Catabolite control protein A
BINKAFHJ_03008	CDS	117				hypothetical protein
BINKAFHJ_03009	CDS	645	nicF_2	3.5.1.107	COG1335	Maleamate amidohydrolase
BINKAFHJ_03010	CDS	339				hypothetical protein
BINKAFHJ_03011	CDS	960	sorC_1		COG2390	Sorbitol operon regulator
BINKAFHJ_03012	CDS	1356	pdhC_5	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
BINKAFHJ_03013	CDS	978	bfmBAB_4	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
BINKAFHJ_03014	CDS	987	acoA_3	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
BINKAFHJ_03015	CDS	294				hypothetical protein
BINKAFHJ_03016	CDS	1671	ubiB_1	2.7.-.-	COG0661	putative protein kinase UbiB
BINKAFHJ_03017	CDS	987	sorC_2		COG2390	Sorbitol operon regulator
BINKAFHJ_03018	CDS	1299				hypothetical protein
BINKAFHJ_03019	CDS	1389	lpd_1	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
BINKAFHJ_03020	CDS	1356	pdhC_6	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
BINKAFHJ_03021	CDS	978	bfmBAB_5	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
BINKAFHJ_03022	CDS	987	acoA_4	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
BINKAFHJ_03023	CDS	294				hypothetical protein
BINKAFHJ_03024	CDS	1671	ubiB_2	2.7.-.-	COG0661	putative protein kinase UbiB
BINKAFHJ_03025	CDS	987	sorC_3		COG2390	Sorbitol operon regulator
BINKAFHJ_03026	CDS	1299				hypothetical protein
BINKAFHJ_03027	CDS	1389	lpd_2	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
BINKAFHJ_03028	CDS	1356	pdhC_7	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
BINKAFHJ_03029	CDS	978	bfmBAB_6	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
BINKAFHJ_03030	CDS	987	acoA_5	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
BINKAFHJ_03031	CDS	864	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
BINKAFHJ_03032	CDS	729			COG1234	putative protein
BINKAFHJ_03033	CDS	1059	potA_3	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
BINKAFHJ_03034	CDS	1734				hypothetical protein
BINKAFHJ_03035	CDS	1062			COG1840	putative protein
BINKAFHJ_03036	CDS	747				hypothetical protein
BINKAFHJ_03037	CDS	819	asbF_1	4.2.1.118		3-dehydroshikimate dehydratase
BINKAFHJ_03038	CDS	1281	siaT_1		COG1593	Sialic acid TRAP transporter permease protein SiaT
BINKAFHJ_03039	CDS	660				hypothetical protein
BINKAFHJ_03040	CDS	1065			COG1638	Solute-binding protein
BINKAFHJ_03041	CDS	267				hypothetical protein
BINKAFHJ_03042	CDS	807	hpcB_2	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
BINKAFHJ_03043	CDS	708	ycgM_3		COG0179	putative protein YcgM
BINKAFHJ_03044	CDS	912				hypothetical protein
BINKAFHJ_03045	CDS	468	yqhS_2	4.2.1.10	COG0757	3-dehydroquinate dehydratase
BINKAFHJ_03046	CDS	990	purR_2		COG1609	HTH-type transcriptional repressor PurR
BINKAFHJ_03047	CDS	996		1.1.1.301		D-arabitol-phosphate dehydrogenase
BINKAFHJ_03048	CDS	321	nagAb			Naphthalene 1,2-dioxygenase/salicylate 5-hydroxylase systems, ferredoxin component
BINKAFHJ_03049	CDS	1119				hypothetical protein
BINKAFHJ_03050	CDS	996	rbsC_7		COG1172	Ribose import permease protein RbsC
BINKAFHJ_03051	CDS	1497	mglA_6	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
BINKAFHJ_03052	CDS	1011	thpA_2		COG1879	D-threitol-binding protein
BINKAFHJ_03053	CDS	834		5.1.3.30	COG1082	D-psicose 3-epimerase
BINKAFHJ_03054	CDS	969				hypothetical protein
BINKAFHJ_03055	CDS	789	fabG_7	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BINKAFHJ_03056	CDS	1041	rbsR_4		COG1609	Ribose operon repressor
BINKAFHJ_03057	CDS	1155	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
BINKAFHJ_03058	CDS	1752				hypothetical protein
BINKAFHJ_03059	CDS	225				hypothetical protein
BINKAFHJ_03060	CDS	372	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
BINKAFHJ_03061	CDS	261				hypothetical protein
BINKAFHJ_03062	CDS	480	dsrE2_2		COG2210	Sulfur carrier protein DsrE2
BINKAFHJ_03063	CDS	390				hypothetical protein
BINKAFHJ_03064	CDS	228	tusA_1		COG0425	Sulfur carrier protein TusA
BINKAFHJ_03065	CDS	399	dsrE2_3		COG2210	Sulfur carrier protein DsrE2
BINKAFHJ_03066	CDS	576	tusA_2	2.8.1.-		Sulfurtransferase TusA
BINKAFHJ_03067	CDS	321		2.8.1.-	COG0607	Sulfurtransferase
BINKAFHJ_03068	CDS	780				hypothetical protein
BINKAFHJ_03069	CDS	1146	gloB_8	3.1.2.6		Hydroxyacylglutathione hydrolase
BINKAFHJ_03070	CDS	387				IS3 family transposase ISHahy4
BINKAFHJ_03071	CDS	327				hypothetical protein
BINKAFHJ_03072	CDS	1527				hypothetical protein
BINKAFHJ_03073	CDS	462				hypothetical protein
BINKAFHJ_03074	CDS	1011				hypothetical protein
BINKAFHJ_03075	CDS	684	gntR_2			putative D-xylose utilization operon transcriptional repressor
BINKAFHJ_03076	CDS	1344				hypothetical protein
BINKAFHJ_03077	CDS	1413	sdcS		COG0471	Sodium-dependent dicarboxylate transporter SdcS
BINKAFHJ_03078	CDS	669	gntR_3			putative D-xylose utilization operon transcriptional repressor
BINKAFHJ_03079	CDS	849	pgdA	3.5.1.-		Peptidoglycan deacetylase
BINKAFHJ_03080	CDS	885				hypothetical protein
BINKAFHJ_03081	CDS	1389				hypothetical protein
BINKAFHJ_03082	CDS	1410	cheB_5	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
BINKAFHJ_03083	CDS	1296	naiP_3			Putative niacin/nicotinamide transporter NaiP
BINKAFHJ_03084	CDS	1374				hypothetical protein
BINKAFHJ_03085	CDS	636	rspR_6		COG1802	HTH-type transcriptional repressor RspR
BINKAFHJ_03086	CDS	759	crnA	3.5.2.10		Creatinine amidohydrolase
BINKAFHJ_03087	CDS	834				hypothetical protein
BINKAFHJ_03088	CDS	1107				hypothetical protein
BINKAFHJ_03089	CDS	831	nit1	3.5.1.-		Deaminated glutathione amidase
BINKAFHJ_03090	CDS	1239	ygeX	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
BINKAFHJ_03091	CDS	1593	gsiB_1		COG0747	Glutathione-binding protein GsiB
BINKAFHJ_03092	CDS	924	gsiC_4		COG0601	Glutathione transport system permease protein GsiC
BINKAFHJ_03093	CDS	903	gsiD_4		COG1173	Glutathione transport system permease protein GsiD
BINKAFHJ_03094	CDS	1032	oppD_4		COG0444	Oligopeptide transport ATP-binding protein OppD
BINKAFHJ_03095	CDS	972	oppF_4		COG4608	Oligopeptide transport ATP-binding protein OppF
BINKAFHJ_03096	CDS	321	isdG_2	1.14.14.18	COG2329	Heme-degrading monooxygenase
BINKAFHJ_03097	CDS	774	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
BINKAFHJ_03098	CDS	1005	yfhA_1		COG0609	putative siderophore transport system permease protein YfhA
BINKAFHJ_03099	CDS	978	isdE_2		COG0614	High-affinity heme uptake system protein IsdE
BINKAFHJ_03100	CDS	4008				hypothetical protein
BINKAFHJ_03101	CDS	633	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
BINKAFHJ_03102	CDS	1065			COG1638	putative protein
BINKAFHJ_03103	CDS	537				hypothetical protein
BINKAFHJ_03104	CDS	1278	siaT_2		COG1593	Sialic acid TRAP transporter permease protein SiaT
BINKAFHJ_03105	CDS	1029	hprA_2	1.1.1.29	COG1052	Glycerate dehydrogenase
BINKAFHJ_03106	CDS	1050			COG1638	Solute-binding protein
BINKAFHJ_03107	CDS	1245				hypothetical protein
BINKAFHJ_03108	CDS	765	kdgR_4		COG1414	Transcriptional regulator KdgR
BINKAFHJ_03109	CDS	1725				hypothetical protein
BINKAFHJ_03110	CDS	1020	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
BINKAFHJ_03111	CDS	762				hypothetical protein
BINKAFHJ_03112	CDS	1107				hypothetical protein
BINKAFHJ_03113	CDS	591				hypothetical protein
BINKAFHJ_03114	CDS	1005	ykvP		COG1388	Spore protein YkvP
BINKAFHJ_03115	CDS	1113	desV	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
BINKAFHJ_03116	CDS	1068	iolG_10	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
BINKAFHJ_03117	CDS	960		5.1.3.2	COG1088	UDP-glucose 4-epimerase
BINKAFHJ_03118	CDS	990				hypothetical protein
BINKAFHJ_03119	CDS	417				hypothetical protein
BINKAFHJ_03120	CDS	1014				hypothetical protein
BINKAFHJ_03121	CDS	987				hypothetical protein
BINKAFHJ_03122	CDS	696	lpxD	2.3.1.-		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
BINKAFHJ_03123	CDS	1023	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
BINKAFHJ_03124	CDS	1218	mlc		COG1940	Protein mlc
BINKAFHJ_03125	CDS	1512	araG_2	3.6.3.17	COG1129	Arabinose import ATP-binding protein AraG
BINKAFHJ_03126	CDS	1038	rbsC_8		COG1172	Ribose import permease protein RbsC
BINKAFHJ_03127	CDS	1092				hypothetical protein
BINKAFHJ_03128	CDS	852	frlC_3	5.1.3.-	COG1082	Fructoselysine 3-epimerase
BINKAFHJ_03129	CDS	426				hypothetical protein
BINKAFHJ_03130	CDS	1236				hypothetical protein
BINKAFHJ_03131	CDS	825				hypothetical protein
BINKAFHJ_03132	CDS	564				hypothetical protein
BINKAFHJ_03133	CDS	1695		1.1.99.3		Gluconate 2-dehydrogenase flavoprotein
BINKAFHJ_03134	CDS	1209	yfcJ			putative MFS-type transporter YfcJ
BINKAFHJ_03135	CDS	1119	sigA_2		COG0568	RNA polymerase sigma factor SigA
BINKAFHJ_03136	CDS	225				hypothetical protein
BINKAFHJ_03137	CDS	327				hypothetical protein
BINKAFHJ_03138	CDS	201				hypothetical protein
BINKAFHJ_03139	CDS	1032	iolG_11	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
BINKAFHJ_03140	CDS	816	iolE_2	4.2.1.44	COG1082	Inosose dehydratase
BINKAFHJ_03141	CDS	1185				hypothetical protein
BINKAFHJ_03142	CDS	1164	iolG_12	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
BINKAFHJ_03143	CDS	1494	rbsA_5	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
BINKAFHJ_03144	CDS	969	rbsC_9		COG1172	Ribose import permease protein RbsC
BINKAFHJ_03145	CDS	795	iolG_13	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
BINKAFHJ_03146	CDS	1392	mcpC_2		COG0840	Methyl-accepting chemotaxis protein McpC
BINKAFHJ_03147	CDS	1170	nagC_5		COG1940	N-acetylglucosamine repressor
BINKAFHJ_03148	CDS	186				hypothetical protein
BINKAFHJ_03149	CDS	1011	adh_3	1.1.1.1		Alcohol dehydrogenase
BINKAFHJ_03150	CDS	1812	acoR_1		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
BINKAFHJ_03151	CDS	696				hypothetical protein
BINKAFHJ_03152	CDS	1041	yfhA_2		COG0609	putative siderophore transport system permease protein YfhA
BINKAFHJ_03153	CDS	1026	yfiZ_1		COG0609	putative siderophore transport system permease protein YfiZ
BINKAFHJ_03154	CDS	975	yfiY_2		COG0614	putative siderophore-binding lipoprotein YfiY
BINKAFHJ_03155	CDS	1620	btr_3		COG0614	HTH-type transcriptional activator Btr
BINKAFHJ_03156	CDS	783				hypothetical protein
BINKAFHJ_03157	CDS	822	guaB_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
BINKAFHJ_03158	CDS	354				hypothetical protein
BINKAFHJ_03159	CDS	723	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
BINKAFHJ_03160	CDS	825	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
BINKAFHJ_03161	CDS	666	metI_2		COG2011	D-methionine transport system permease protein MetI
BINKAFHJ_03162	CDS	774	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
BINKAFHJ_03163	CDS	1221				hypothetical protein
BINKAFHJ_03164	CDS	1182	soxC			Dibenzothiophene desulfurization enzyme C
BINKAFHJ_03165	CDS	813	oppF_5		COG4608	Oligopeptide transport ATP-binding protein OppF
BINKAFHJ_03166	CDS	1002	oppD_5		COG0444	Oligopeptide transport ATP-binding protein OppD
BINKAFHJ_03167	CDS	891	gsiD_5		COG1173	Glutathione transport system permease protein GsiD
BINKAFHJ_03168	CDS	951	gsiC_5		COG0601	Glutathione transport system permease protein GsiC
BINKAFHJ_03169	CDS	1608	sgrR_4			HTH-type transcriptional regulator SgrR
BINKAFHJ_03170	CDS	1380	dmoA_2	1.14.13.131		Dimethyl-sulfide monooxygenase
BINKAFHJ_03171	CDS	849				hypothetical protein
BINKAFHJ_03172	CDS	609	azoR	1.7.-.-		FMN-dependent NADH-azoreductase
BINKAFHJ_03173	CDS	969	fgd_3	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
BINKAFHJ_03174	CDS	303				hypothetical protein
BINKAFHJ_03175	CDS	678	glxR		COG0664	CRP-like cAMP-activated global transcriptional regulator
BINKAFHJ_03176	CDS	753	cpnA_2	1.1.1.163		Cyclopentanol dehydrogenase
BINKAFHJ_03177	CDS	513	bphA2	1.14.12.18		Biphenyl 2,3-dioxygenase subunit beta
BINKAFHJ_03178	CDS	1383	hcaE_3	1.14.12.19	COG4638	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
BINKAFHJ_03179	CDS	1050	flnB	1.1.1.256		Fluoren-9-ol dehydrogenase
BINKAFHJ_03180	CDS	246				hypothetical protein
BINKAFHJ_03181	CDS	828	mhpB_1	1.13.11.16		2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
BINKAFHJ_03182	CDS	879	mhpC_2	3.7.1.14	COG0596	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
BINKAFHJ_03183	CDS	1884				hypothetical protein
BINKAFHJ_03184	CDS	255				hypothetical protein
BINKAFHJ_03185	CDS	552				hypothetical protein
BINKAFHJ_03186	CDS	105				hypothetical protein
BINKAFHJ_03187	CDS	516				hypothetical protein
BINKAFHJ_03188	CDS	2148	btuD_12	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
BINKAFHJ_03189	CDS	906	asbF_2	4.2.1.118		3-dehydroshikimate dehydratase
BINKAFHJ_03190	CDS	996				hypothetical protein
BINKAFHJ_03191	CDS	279				hypothetical protein
BINKAFHJ_03192	CDS	1281	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
BINKAFHJ_03193	CDS	1860	iucC	6.3.2.39	COG4264	Aerobactin synthase
BINKAFHJ_03194	CDS	1248				hypothetical protein
BINKAFHJ_03195	CDS	1311	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
BINKAFHJ_03196	CDS	690				hypothetical protein
BINKAFHJ_03197	CDS	1842	iucA	6.3.2.38	COG4264	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
BINKAFHJ_03198	CDS	1587	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
BINKAFHJ_03199	CDS	1365	dat_1	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate aminotransferase
BINKAFHJ_03200	CDS	996	yfhA_3		COG0609	putative siderophore transport system permease protein YfhA
BINKAFHJ_03201	CDS	1011	yfiZ_2		COG0609	putative siderophore transport system permease protein YfiZ
BINKAFHJ_03202	CDS	1002	yfiY_3		COG0614	putative siderophore-binding lipoprotein YfiY
BINKAFHJ_03203	CDS	831				hypothetical protein
BINKAFHJ_03204	CDS	852	sir_1	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
BINKAFHJ_03205	CDS	120				hypothetical protein
BINKAFHJ_03206	CDS	327				putative HTH-type transcriptional regulator
BINKAFHJ_03207	CDS	1773	dauA		COG0659	C4-dicarboxylic acid transporter DauA
BINKAFHJ_03208	CDS	1266	yhjX			putative MFS-type transporter YhjX
BINKAFHJ_03209	CDS	1803				hypothetical protein
